userID,Artwork_ID,interaction_type
92244,34855,like
91526,34855,like
77798,34855,like
31417,34855,like
44213,34855,like
54690,34855,like
54333,34855,like
15789,34855,like
36304,34855,like
83822,34855,like
33197,34855,like
57332,34855,like
62221,34855,like
77115,34855,like
32493,34855,like
82947,34855,like
90019,34855,like
61171,34855,like
61986,34855,like
44799,34855,like
41156,43234,like
99990,43234,like
26572,43234,like
30665,43234,like
69267,43234,like
25708,43234,like
68586,43234,like
53764,43234,like
77796,43234,like
46877,43234,like
82777,43234,like
33107,43234,like
57134,43234,like
53062,43234,like
91918,43234,like
60287,43234,like
19112,43234,like
94375,43234,like
64316,43234,like
99991,43234,like
95159,4138,like
58815,4138,like
14996,4138,like
19970,4138,like
98837,4138,like
78002,4138,like
85461,4138,like
37878,4138,like
57444,4138,like
15238,4138,like
29720,4138,like
50187,4138,like
17070,4138,like
34351,4138,like
83280,4138,like
96068,4138,like
17771,4138,like
55071,4138,like
89503,4138,like
75948,4138,like
79445,11796,like
25401,11796,like
39235,11796,like
37847,11796,like
41762,11796,like
75663,11796,like
46263,11796,like
35317,11796,like
64875,11796,like
96479,11796,like
74752,11796,like
51083,11796,like
11271,11796,like
89515,11796,like
39558,11796,like
98132,11796,like
35810,11796,like
44661,11796,like
88785,11796,like
58775,11796,like
23046,42047,like
69123,42047,like
37931,42047,like
52803,42047,like
14536,42047,like
45407,42047,like
69084,42047,like
68336,42047,like
27977,42047,like
49473,42047,like
47920,42047,like
93812,42047,like
80956,42047,like
33001,42047,like
44707,42047,like
19308,42047,like
11046,42047,like
95915,42047,like
73120,42047,like
97474,42047,like
50343,24489,like
60609,24489,like
48397,24489,like
76031,24489,like
84454,24489,like
89166,24489,like
67115,24489,like
13606,24489,like
61833,24489,like
85027,24489,like
18787,24489,like
80065,24489,like
50306,24489,like
40829,24489,like
41508,24489,like
76011,24489,like
75784,24489,like
53133,24489,like
77661,24489,like
28183,24489,like
55054,20088,like
14992,20088,like
56768,20088,like
89846,20088,like
84111,20088,like
83832,20088,like
66822,20088,like
95942,20088,like
96572,20088,like
38588,20088,like
54080,20088,like
84615,20088,like
35804,20088,like
31254,20088,like
68389,20088,like
62657,20088,like
13959,20088,like
49547,20088,like
49324,20088,like
91721,20088,like
38197,33333,like
93459,33333,like
23761,33333,like
55492,33333,like
58105,33333,like
52506,33333,like
62465,33333,like
50350,33333,like
19537,33333,like
98885,33333,like
67411,33333,like
62158,33333,like
45093,33333,like
95168,33333,like
90031,33333,like
65558,33333,like
87001,33333,like
25444,33333,like
75680,33333,like
28703,33333,like
71633,42447,like
54725,42447,like
23254,42447,like
81643,42447,like
30842,42447,like
14361,42447,like
29274,42447,like
68470,42447,like
45424,42447,like
85557,42447,like
62713,42447,like
92156,42447,like
44429,42447,like
36188,42447,like
45748,42447,like
87214,42447,like
57279,42447,like
77285,42447,like
25488,42447,like
86924,42447,like
31102,42572,like
64593,42572,like
82606,42572,like
15958,42572,like
34628,42572,like
63417,42572,like
71575,42572,like
65066,42572,like
12967,42572,like
72540,42572,like
23810,42572,like
75397,42572,like
81214,42572,like
62111,42572,like
78510,42572,like
92748,42572,like
73895,42572,like
86558,42572,like
19225,42572,like
49226,42572,like
83799,3692,like
84824,3692,like
25763,3692,like
43436,3692,like
77039,3692,like
54533,3692,like
85062,3692,like
36877,3692,like
99933,3692,like
19208,3692,like
15816,3692,like
65289,3692,like
29296,3692,like
45880,3692,like
56751,3692,like
48293,3692,like
13440,3692,like
27060,3692,like
97089,3692,like
21323,3692,like
31720,10272,like
29833,10272,like
16390,10272,like
56174,10272,like
10655,10272,like
14079,10272,like
79673,10272,like
97150,10272,like
47258,10272,like
89427,10272,like
24642,10272,like
26722,10272,like
11509,10272,like
18468,10272,like
93818,10272,like
58942,10272,like
39407,10272,like
81195,10272,like
65754,10272,like
87350,10272,like
96811,4628,like
74572,4628,like
57611,4628,like
31099,4628,like
28488,4628,like
44731,4628,like
48428,4628,like
47775,4628,like
32437,4628,like
13192,4628,like
75524,4628,like
67520,4628,like
71659,4628,like
34709,4628,like
16727,4628,like
49949,4628,like
29728,4628,like
22830,4628,like
98640,4628,like
42270,4628,like
15076,785,like
19171,785,like
13048,785,like
23989,785,like
20326,785,like
30526,785,like
47137,785,like
55994,785,like
21561,785,like
23910,785,like
18451,785,like
57146,785,like
90087,785,like
69250,785,like
65364,785,like
61370,785,like
22970,785,like
87680,785,like
41407,785,like
95310,785,like
28906,29348,like
31613,29348,like
52689,29348,like
68667,29348,like
69843,29348,like
90207,29348,like
14688,29348,like
93974,29348,like
37556,29348,like
83120,29348,like
56580,29348,like
58827,29348,like
72212,29348,like
93677,29348,like
27683,29348,like
12632,29348,like
95845,29348,like
11442,29348,like
87782,29348,like
62410,29348,like
76285,9691,like
98138,9691,like
52607,9691,like
67865,9691,like
96528,9691,like
72642,9691,like
57721,9691,like
48158,9691,like
87647,9691,like
66459,9691,like
89511,9691,like
64569,9691,like
50700,9691,like
31337,9691,like
67200,9691,like
78564,9691,like
35682,9691,like
11560,9691,like
43025,9691,like
34062,9691,like
25996,806,like
50950,806,like
37009,806,like
87700,806,like
39149,806,like
95800,806,like
46471,806,like
77360,806,like
58215,806,like
56009,806,like
79990,806,like
30749,806,like
94126,806,like
20478,806,like
23417,806,like
12166,806,like
58299,806,like
33930,806,like
54561,806,like
28043,806,like
93382,3339,like
62880,3339,like
41903,3339,like
63451,3339,like
41627,3339,like
62024,3339,like
32339,3339,like
33455,3339,like
12962,3339,like
89778,3339,like
74694,3339,like
86507,3339,like
87717,3339,like
25130,3339,like
88576,3339,like
50424,3339,like
68053,3339,like
78923,3339,like
71267,3339,like
93654,3339,like
60154,34943,like
62048,34943,like
98853,34943,like
23951,34943,like
34631,34943,like
25796,34943,like
87309,34943,like
34463,34943,like
22310,34943,like
69195,34943,like
50305,34943,like
67452,34943,like
66378,34943,like
29163,34943,like
74435,34943,like
27378,34943,like
51093,34943,like
10672,34943,like
83559,34943,like
56358,34943,like
55607,39702,like
43636,39702,like
40526,39702,like
85323,39702,like
87317,39702,like
24177,39702,like
86173,39702,like
90838,39702,like
91979,39702,like
56930,39702,like
25907,39702,like
85287,39702,like
75677,39702,like
40738,39702,like
62814,39702,like
51917,39702,like
82977,39702,like
74264,39702,like
63768,39702,like
36838,39702,like
90241,45093,like
58937,45093,like
79872,45093,like
38111,45093,like
56415,45093,like
30684,45093,like
84960,45093,like
91816,45093,like
84822,45093,like
95782,45093,like
66613,45093,like
46462,45093,like
65924,45093,like
91642,45093,like
57551,45093,like
55192,45093,like
27844,45093,like
57600,45093,like
85722,45093,like
13169,45093,like
12147,7564,like
94756,7564,like
66399,7564,like
94877,7564,like
36953,7564,like
30620,7564,like
21651,7564,like
53835,7564,like
62883,7564,like
97013,7564,like
28940,7564,like
53701,7564,like
36655,7564,like
14549,7564,like
32433,7564,like
82718,7564,like
43997,7564,like
46709,7564,like
56349,7564,like
84478,7564,like
69568,1627,like
89179,1627,like
24226,1627,like
96253,1627,like
53931,1627,like
50721,1627,like
79072,1627,like
93613,1627,like
81045,1627,like
41167,1627,like
56673,1627,like
77354,1627,like
87296,1627,like
45135,1627,like
93583,1627,like
88841,1627,like
72127,1627,like
39877,1627,like
97803,1627,like
35288,1627,like
43103,34580,like
34045,34580,like
24149,34580,like
88228,34580,like
24759,34580,like
79747,34580,like
12887,34580,like
56699,34580,like
23211,34580,like
90152,34580,like
26649,34580,like
86050,34580,like
41898,34580,like
44081,34580,like
56865,34580,like
71492,34580,like
89232,34580,like
44457,34580,like
41759,34580,like
18209,34580,like
44179,9687,like
32783,9687,like
50741,9687,like
22090,9687,like
96108,9687,like
60602,9687,like
38927,9687,like
12897,9687,like
74734,9687,like
79129,9687,like
11300,9687,like
19063,9687,like
65197,9687,like
27684,9687,like
78116,9687,like
78374,9687,like
73482,9687,like
85331,9687,like
46114,9687,like
76737,9687,like
86239,29113,like
38161,29113,like
33239,29113,like
52005,29113,like
25931,29113,like
97543,29113,like
96510,29113,like
44720,29113,like
73151,29113,like
47408,29113,like
74007,29113,like
48888,29113,like
29457,29113,like
51671,29113,like
51739,29113,like
36576,29113,like
39014,29113,like
89154,29113,like
59370,29113,like
52156,29113,like
51696,13541,like
91320,13541,like
27708,13541,like
21241,13541,like
94843,13541,like
74514,13541,like
23683,13541,like
19800,13541,like
56108,13541,like
92448,13541,like
22970,13541,like
52156,13541,like
64019,13541,like
90921,13541,like
22292,13541,like
51688,13541,like
18474,13541,like
54248,13541,like
14342,13541,like
91801,13541,like
26522,5766,like
13040,5766,like
18067,5766,like
17114,5766,like
39795,5766,like
21446,5766,like
30034,5766,like
93087,5766,like
85848,5766,like
50734,5766,like
83869,5766,like
56076,5766,like
69160,5766,like
87199,5766,like
85936,5766,like
38388,5766,like
42061,5766,like
17889,5766,like
75512,5766,like
23547,5766,like
96174,10901,like
68301,10901,like
36447,10901,like
82254,10901,like
21540,10901,like
59303,10901,like
38075,10901,like
34568,10901,like
87070,10901,like
35065,10901,like
92533,10901,like
86110,10901,like
15185,10901,like
47374,10901,like
56851,10901,like
69975,10901,like
91112,10901,like
65967,10901,like
73731,10901,like
